Year,sample_date,date,race,name,place,time_m,time_s,avg_yr_time_s,Ratio,range,supershoe_era,frac_year,gender,elevation_gain_m,elevation_loss_m,net_elevation_m,temp_at_start_c,wind_direction,wind_mph,rainy_y_or_n,"stack data, code supershoe_era, weather variables, elevation",
2015,1-Jan,11-Oct,Chicago,Luke Puskedra,5,2:10:24,7824,,,,0,2015.78,0,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Wesley Korir,6,2:10:39,7839,,,,0,2015.78,0,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Elkanah Kibet,7,2:11:31,7891,,,,0,2015.78,0,74,73,1,12,NNE,11,N,,
2016,1-Jan,9-Oct,Chicago,Abel Kirui,1,2:11:23,7883,8158,1.18647722948116,1470,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Dickson Chumba,2,2:11:26,7886,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Gideon Kipketer,3,2:12:20,7940,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Paul Longyangata,4,2:13:17,7997,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Stephen Sambu,5,2:13:35,8015,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Abayneh Ayele,6,2:13:52,8032,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2016,1-Jan,9-Oct,Chicago,Takuya Fukatsu,7,2:35:53,9353,,,,1,2016.77,0,74,73,1,11,W,8,N,,
2017,1-Jan,8-Oct,Chicago,Galen Rupp,1,2:09:20,7760,7848,1.02216494845361,172,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Abel Kirui,2,2:09:48,7788,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Bernard Kipyego,3,2:10:23,7823,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Sisay Lemma,4,2:11:01,7861,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Stephen Sambu,5,2:11:07,7867,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Kohei Matsumura,6,2:11:46,7906,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2017,1-Jan,8-Oct,Chicago,Ezekiel Chebii,7,2:12:12,7932,,,,1,2017.77,0,74,73,1,14,NNE,8,N,,
2018,1-Jan,7-Oct,Chicago,Mo Farah,1,2:05:11,7511,7571,1.02143522833178,161,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Moniset Geremew Bayih,2,2:05:24,7524,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Suguru Osako,3,2:05:50,7550,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Kenneth Kipkemoi,4,2:05:57,7557,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Galen Rupp,5,2:06:21,7581,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Geoffrey Kurui,6,2:06:45,7605,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2018,1-Jan,7-Oct,Chicago,Abel Kirui,7,2:07:52,7672,,,,1,2018.77,0,74,73,1,14,SW,7,N,,
2019,1-Jan,13-Oct,Chicago,Lawrence Cherono,1,2:05:45,7545,7605,1.02730284956925,206,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Dejene Debela,2,2:05:46,7546,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Asefa Mengstu,3,2:05:48,7548,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Bedan Karoki,4,2:05:53,7553,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Bashir Abdi,5,2:06:14,7574,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Seifu Tura Abdiwak,6,2:08:35,7715,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2019,1-Jan,13-Oct,Chicago,Dickson Chumba,7,2:09:11,7751,,,,1,2019.78,0,74,73,1,6,NE,11,N,,
2021,1-Jan,10-Oct,Chicago,Seifu Tura Abdiwak,1,2:06:12,7572,7762,1.06114632857898,463,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Galen Rupp,2,2:06:35,7595,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Eric Kiptanui,3,2:06:51,7611,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Kengo Suzuki,4,2:08:50,7730,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Shifera Tamru Aredo,5,2:09:39,7779,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Colin Mickow,6,2:13:31,8011,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2021,1-Jan,10-Oct,Chicago,Nico Montanez,7,2:13:55,8035,,,,1,2021.78,0,74,73,1,22,N,13,N,,
2022,1-Jan,9-Oct,Chicago,Benson Kipruto,1,2:04:24,7464,7592,1.03108252947481,232,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,Seifu Tura Abdiwak,2,2:04:49,7489,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,John Korir,3,2:05:01,7501,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,Bernard Koech,4,2:07:15,7635,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,Shifera Tamru Aredo,5,2:07:53,7673,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,Kyohei Hosoya,6,2:08:05,7685,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2022,1-Jan,9-Oct,Chicago,Conner Mantz,7,2:08:16,7696,,,,1,2022.77,0,74,73,1,8,NW,9,N,,
2023,1-Jan,8-Oct,Chicago,Kelvin Kiptum,1,2:00:35,7235,7505,1.06150656530753,445,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,Benson Kipruto,2,2:04:02,7442,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,Bashir Abdi,3,2:04:32,7472,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,John Korir,4,2:05:09,7509,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,Seifu Tura Abdiwak,5,2:05:29,7529,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,Conner Mantz,6,2:07:47,7667,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2023,1-Jan,8-Oct,Chicago,Clayton Young,7,2:08:00,7680,,,,1,2023.77,0,74,73,1,8,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,John Korir,1,2:02:44,7364,7536,1.04521998913634,333,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Huseydin Mohamed Esa,2,2:04:39,7479,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Amos Kipruto,3,2:04:50,7490,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Vincent Ngetich,4,2:05:16,7516,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Daniel Ebenyo,5,2:06:04,7564,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Kyohei Hosoya,6,2:07:20,7640,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2024,1-Jan,13-Oct,Chicago,Cj Albertson,7,2:08:17,7697,,,,1,2024.78,0,74,73,1,15,ESE,8,N,,
2010,1-Jan,7-Nov,New York,Gebre Gebrmariam,1,2:08:14,7694,7849,1.03366259422927,259,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,Emmanuel Mutai,2,2:09:18,7758,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,Moses Kigen Kipkogei,3,2:10:39,7839,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,James Kwambai,4,2:11:31,7891,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,Meb Keflezighi,5,2:11:38,7898,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,Marilson Gomes dos Santos,6,2:11:51,7911,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2010,1-Jan,7-Nov,New York,Dathan Ritzenehin,7,2:12:33,7953,,,,0,2010.85,0,246,251,-5,6,SE,9,N,,
2011,1-Jan,6-Nov,New York,Geoffrey Mutai,1,2:05:06,7506,7672,1.04383160138556,329,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Emmanuel Mutai,2,2:06:28,7588,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Tsegaye Kebede,3,2:07:14,7634,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Gebre Gebrmariam,4,2:08:00,7680,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Jaouad Gharib ,5,2:08:26,7706,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Meb Keflezighi,6,2:09:13,7753,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2011,1-Jan,6-Nov,New York,Abdella Falil,7,2:10:35,7835,,,,0,2011.85,0,246,251,-5,9,ENE,8,N,,
2013,1-Jan,3-Nov,New York,Geoffrey Mutai,1,2:08:24,7704,7798,1.01973001038422,152,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Tsegaye Kebede,2,2:09:15,7755,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Lusapho April,3,2:09:45,7785,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Julias Arile,4,2:10:03,7803,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Stanley Biwott,5,2:10:41,7841,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Masato Imai,6,2:10:45,7845,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2013,1-Jan,3-Nov,New York,Jackson Kiprop,7,2:10:56,7856,,,,0,2013.84,0,246,251,-5,7,S,8,N,,
2014,1-Jan,2-Nov,New York,Wilson Kipsang,1,2:10:59,7859,7966,1.0276116554269,217,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Lelisa Desisa Benti,2,2:11:06,7866,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Gebre Gebrmariam,3,2:12:13,7933,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Meb Keflezighi,4,2:13:18,7998,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Stephen Kiprotich,5,2:13:25,8005,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Geoffrey Mutai,6,2:13:44,8024,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2014,1-Jan,2-Nov,New York,Masato Imai,7,2:14:36,8076,,,,0,2014.84,0,246,251,-5,7,SE,13,N,,
2015,1-Jan,1-Nov,New York,Stanley Biwott,1,2:10:34,7834,7943,1.02272147051315,178,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Geoffery Kamworor,2,2:10:48,7848,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Lelisa Desisa,3,2:12:10,7930,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Wilson Kipsang,4,2:12:45,7965,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Yemane Tsegay,5,2:13:24,8004,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Yuki Kawauchi,6,2:13:29,8009,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2015,1-Jan,1-Nov,New York,Meb Keflezighi,7,2:13:32,8012,,,,0,2015.83,0,246,251,-5,15,NE,9,N,,
2016,1-Jan,6-Nov,New York,Ghirmay Ghebreslassie,1,2:07:51,7671,7880,1.05044974579585,387,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Lucas Rotich,2,2:08:53,7733,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Abdi Abdirahman,3,2:11:23,7883,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Hiroyuki Yamamoto,4,2:11:49,7909,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Shadrack Biwott,5,2:12:01,7921,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Tadesse Yae Dabi,6,2:13:06,7986,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2016,1-Jan,6-Nov,New York,Moses Kipsiro,7,2:14:18,8058,,,,1,2016.85,0,246,251,-5,11,SE,8,N,,
2017,1-Jan,5-Nov,New York,Geoffrey Kamworor,1,2:10:53,7853,7909,1.01464408506303,115,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Wilson Kipsang,2,2:10:56,7856,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Lelisa Desisa,3,2:11:32,7892,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Lemi Berhanu,4,2:11:52,7912,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Tadesse Abraham,5,2:12:01,7921,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Michel Butter,6,2:12:39,7959,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2017,1-Jan,5-Nov,New York,Abdi Abdirahman,7,2:12:48,7968,,,,1,2017.84,0,246,251,-5,15,SW,11,Y,,
2018,1-Jan,4-Nov,New York,Lelisa Desisa,1,2:05:59,7559,7733,1.05146183357587,389,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Shura Kitata,2,2:06:01,7561,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Geoffrey Kamworor,3,2:06:26,7586,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Tamirat Tola,4,2:08:30,7710,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Daniel Wanjiru,5,2:10:21,7821,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Jared Ward,6,2:12:24,7944,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2018,1-Jan,4-Nov,New York,Scott Fauble,7,2:12:28,7948,,,,1,2018.84,0,246,251,-5,11,E,7,N,,
2019,1-Jan,3-Nov,New York,Geoffrey Kamworor,1,2:08:13,7693,7777,1.02313791758742,178,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Albert Korir,2,2:08:36,7716,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Girma Bekele Gebre,3,2:08:38,7718,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Tamirat Tola,4,2:09:20,7760,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Shura Kitata,5,2:10:39,7839,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Jared Ward,6,2:10:45,7845,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2019,1-Jan,3-Nov,New York,Stephen Sambu,7,2:11:11,7871,,,,1,2019.84,0,246,251,-5,11,E,6,N,,
2021,1-Jan,7-Nov,New York,Albert Korir,1,2:08:22,7702,7851,1.03518566606076,271,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Mohamed El Aaraby,2,2:09:06,7746,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Eyob Faniel,3,2:09:52,7792,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Elkanah Kibet,4,2:11:15,7875,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Abdi Nageeye,5,2:11:39,7899,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Kenenisa Bekele,6,2:12:52,7972,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2021,1-Jan,7-Nov,New York,Ben True,7,2:12:53,7973,,,,1,2021.85,0,246,251,-5,11,E,5,N,,
2022,1-Jan,6-Nov,New York,Evans Chebet,1,2:08:41,7721,7854,1.03704183395933,286,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Shura Kitata,2,2:08:54,7734,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Abdi Nageeye,3,2:10:31,7831,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Mohamed El Aaraby,4,2:11:00,7860,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Soguru Osako,5,2:11:31,7891,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Tetsuya Yoroizaka,6,2:12:12,7932,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2022,1-Jan,6-Nov,New York,Alber Korir,7,2:13:27,8007,,,,1,2022.85,0,246,251,-5,22,N,8,N,,
2023,1-Jan,5-Nov,New York,Tamirat Tola,1,2:04:58,7498,7725,1.04747932782075,356,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Albert Korir,2,2:06:57,7617,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Shura Kitata,3,2:07:11,7631,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Abdi Nageeye,4,2:10:21,7821,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Keon Naert,5,2:10:25,7825,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Maru Teferi,6,2:10:28,7828,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2023,1-Jan,5-Nov,New York,Iliass Aouani,7,2:10:54,7854,,,,1,2023.84,0,246,251,-5,13,ENE,5,N,,
2024,1-Jan,3-Nov,New York,Abdi Nageeye,1,2:07:39,7659,7704,1.01331766549158,102,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Evans Chebet,2,2:07:45,7665,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Albert Korir,3,2:08:00,7680,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Tamirat Tola,4,2:08:12,7692,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Geoffery Kamworor,5,2:08:50,7730,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Conner Mantz,6,2:09:00,7740,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,
2024,1-Jan,3-Nov,New York,Clayton Young,7,2:09:21,7761,,,,1,2024.84,0,246,251,-5,6,SW,12,N,,