Year,sample_date,date,race,name,place,time_m,time_s,avg_yr_time_s,supershoe_era,frac_year,gender,elevation_gain_m,elevation_loss_m,net_elevation_m,temp_at_start_c,wind_direction,wind_mph,rainy_y_or_n,"stack data, code supershoe_era, weather variables, elevation",
2010,1-Jan,28-Feb,Tokyo,Alevtina Biktimirova,1,2:34:39,9279,9557,0,2010.16,1,98,134,-36,4,S,6,N,lm(time~year.decimal+year.decimal^2+factor(Race)+factor(Name)+Place+Supershoe_era+weather_controls,
2010,1-Jan,28-Feb,Tokyo,Robe Guta,2,2:36:29,9389,,0,2010.16,1,98,134,-36,4,S,6,N,"women's data, lm()",
2010,1-Jan,28-Feb,Tokyo,Nuta Olaru,3,2:36:42,9402,,0,2010.16,1,98,134,-36,4,S,6,N,"Nike sponsorship (0,1)",
2010,1-Jan,28-Feb,Tokyo,Maki kouno,4,2:39:01,9541,,0,2010.16,1,98,134,-36,4,S,6,N,,
2010,1-Jan,28-Feb,Tokyo,Yang Jing,5,2:41:04,9664,,0,2010.16,1,98,134,-36,4,S,6,N,,
2010,1-Jan,28-Feb,Tokyo,Yumi Sato,6,2:43:01,9781,,0,2010.16,1,98,134,-36,4,S,6,N,,
2010,1-Jan,28-Feb,Tokyo,Wakana Hanadou,7,2:44:03,9843,,0,2010.16,1,98,134,-36,4,S,6,N,,
2011,1-Jan,27-Feb,Tokyo,Noriko Higuchi,1,2:28:49,8929,9052,0,2011.16,1,98,134,-36,8,SW,2,N,lasso regression for robustness,
2011,1-Jan,27-Feb,Tokyo,Tatyana Pushkareva,2,2:28:56,8936,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2011,1-Jan,27-Feb,Tokyo,Yoko Shibui,3,2:29:03,8943,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2011,1-Jan,27-Feb,Tokyo,Misaki Katsumata,4,2:31:10,9070,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2011,1-Jan,27-Feb,Tokyo,Sumiko Suzuki,5,2:32:02,9122,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2011,1-Jan,27-Feb,Tokyo,Rina Yamazaki,6,2:32:51,9171,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2011,1-Jan,27-Feb,Tokyo,Shoko Miyazaki,7,2:33:10,9190,,0,2011.16,1,98,134,-36,8,SW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Atsede Habtamu,1,2:25:28,8728,8806,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Yeshi Esayias,2,2:26:00,8760,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Helena Kirop,3,2:26:02,8762,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Eri Okubo,4,2:26:08,8768,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Tatyana Aryasova,5,2:26:46,8806,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Lishan Dula,6,2:28:22,8902,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2012,1-Jan,26-Feb,Tokyo,Eyerusalem Kuma,7,2:28:36,8916,,0,2012.15,1,98,134,-36,6,SSW,2,N,,
2013,1-Jan,24-Feb,Tokyo,Aberu Kebede,1,2:25:34,8734,8857,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Yeshi Esayias,2,2:26:01,8761,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Irina Miketenko,3,2:26:41,8801,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Albina Mayorova,4,2:26:51,8811,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Yoshimi Ozaki,5,2:28:30,8910,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Helalia Johannes,6,2:29:20,8960,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2013,1-Jan,24-Feb,Tokyo,Mika Yoshikawa,7,2:30:20,9020,,0,2013.15,1,98,134,-36,6,SE,13,N,,
2014,1-Jan,23-Feb,Tokyo,Tirfi Tsegaye,1,2:22:23,8543,8714,0,2014.14,1,98,134,-36,4,SSE,6,N,,
2014,1-Jan,23-Feb,Tokyo,Birhane Dibaba,2,2:22:30,8550,,0,2014.14,1,98,134,-36,4,SSE,6,N,lm(time~factor(race)+temp_from_optimal+precipitation+elevation),
2014,1-Jan,23-Feb,Tokyo,Lucy Kabuu,3,2:24:16,8656,,0,2014.14,1,98,134,-36,4,SSE,6,N,,coef
2014,1-Jan,23-Feb,Tokyo,Caroline Rotich,4,2:24:35,8675,,0,2014.14,1,98,134,-36,4,SSE,6,N,,
2014,1-Jan,23-Feb,Tokyo,Janet Rono,5,2:26:03,8763,,0,2014.14,1,98,134,-36,4,SSE,6,N,,
2014,1-Jan,23-Feb,Tokyo,Albina Mayorova,6,2:28:18,8898,,0,2014.14,1,98,134,-36,4,SSE,6,N,,
2014,1-Jan,23-Feb,Tokyo,Mai Ito,7,2:28:36,8916,,0,2014.14,1,98,134,-36,4,SSE,6,N,,
2015,1-Jan,22-Feb,Tokyo,Birhane Dibaba,1,2:23:15,8595,8794,0,2015.14,1,98,134,-36,4,SSE,7,N,Tokyo,-35
2015,1-Jan,22-Feb,Tokyo,Helah Kiprop,2,2:24:03,8643,,0,2015.14,1,98,134,-36,4,SSE,7,N,Boston,22
2015,1-Jan,22-Feb,Tokyo,Tiki Gelana,3,2:24:26,8666,,0,2015.14,1,98,134,-36,4,SSE,7,N,,
2015,1-Jan,22-Feb,Tokyo,Sally Chepyego,4,2:26:43,8803,,0,2015.14,1,98,134,-36,4,SSE,7,N,,
2015,1-Jan,22-Feb,Tokyo,Flormena Cheyech Daniel,5,2:26:54,8814,,0,2015.14,1,98,134,-36,4,SSE,7,N,,
2015,1-Jan,22-Feb,Tokyo,Yeshi Esayias,6,2:30:15,9015,,0,2015.14,1,98,134,-36,4,SSE,7,N,,
2015,1-Jan,22-Feb,Tokyo,Madoka Ogi,7,2:30:25,9025,,0,2015.14,1,98,134,-36,4,SSE,7,N,,
2016,1-Jan,28-Feb,Tokyo,Helah Kiprop,1,2:21:27,8487,8598,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Amane Gobena,2,2:21:51,8511,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Edna Kiplagat,3,2:22:36,8556,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Aberu Kebede,4,2:23:01,8581,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Birhane Dibaba,5,2:23:16,8596,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Shure Demise,6,2:25:04,8704,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2016,1-Jan,28-Feb,Tokyo,Ashete Bekere,7,2:25:50,8750,,0,2016.16,1,98,134,-36,12,ESE,3,N,,
2017,1-Jan,26-Feb,Tokyo,Sarah Chepchirchir,1,2:19:47,8387,8747,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Birhane Dibaba,2,2:21:19,8479,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Amane Gobena,3,2:23:09,8589,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Ayaka Fujimoto,4,2:27:08,8828,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Marta Lema,5,2:27:37,8857,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Sara Hall,6,2:28:26,8906,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2017,1-Jan,26-Feb,Tokyo,Madoka Nakano,7,2:33:00,9180,,1,2017.15,1,60,98,-38,10,SE,7,N,,
2018,1-Jan,25-Feb,Tokyo,Birhane Dibaba,1,2:19:51,8391,8708,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Ruti Aga,2,2:21:19,8479,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Amy Cragg,3,2:21:42,8502,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Shure Demise,4,2:22:07,8527,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Helah Kiprop,5,2:28:58,8938,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Hiroko Yoshitomi,6,2:30:16,9016,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2018,1-Jan,25-Feb,Tokyo,Madoka Nakano,7,2:31:41,9101,,1,2018.15,1,60,98,-38,6,SW,7,N,,
2019,1-Jan,3-Mar,Tokyo,Ruti Aga,1,2:20:40,8440,8545,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Helen Tola,2,2:21:01,8461,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Shure Demise,3,2:21:05,8465,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Florence Kiplagat,4,2:21:50,8510,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Bedatu Hirpa,5,2:23:43,8623,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Ababel Yeshaneh,6,2:24:02,8642,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2019,1-Jan,3-Mar,Tokyo,Mao Ichiyama,7,2:24:33,8673,,1,2019.17,1,60,98,-38,6,SE,9,Y,,
2020,1-Jan,1-Mar,Tokyo,Lonah Salpeter,1,2:17:45,8265,8475,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Birhane Dibaba,2,2:18:35,8315,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Sutume Kebede,3,2:20:30,8430,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Selly Chepyego,4,2:21:42,8502,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Tigist Girma,5,2:21:56,8516,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Azmera Gebru,6,2:22:58,8578,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2020,1-Jan,1-Mar,Tokyo,Senbere Teferi,7,2:25:22,8722,,1,2020.17,1,60,98,-38,12,NNW,6,N,,
2022,1-Jan,6-Mar,Tokyo,Brigid Kosgei,1,2:16:02,8162,8336,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Ashete Bekere,2,2:17:58,8278,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Gotytom Gebreslase,3,2:18:18,8298,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Angela Tanui,4,2:18:42,8322,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Hiwot Gebrekidan,5,2:19:10,8350,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Mao Ichiyama,6,2:21:02,8462,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2022,1-Jan,6-Mar,Tokyo,Hitomi Niiya,7,2:21:17,8477,,1,2022.18,1,60,98,-38,6,SW,7,N,,
2023,1-Jan,5-Mar,Tokyo,Rosemary Wanjiru,1,2:16:28,8188,8386,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Tsehay Gemechu,2,2:16:56,8216,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Ashete Bekere,3,2:19:11,8351,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Workenesh Edesa,4,2:20:13,8413,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Betsy Saina,5,2:21:40,8500,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Mizuki Matsuda,6,2:21:44,8504,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2023,1-Jan,5-Mar,Tokyo,Ai Hosoda,7,2:22:08,8528,,1,2023.18,1,60,98,-38,9,SW,8,N,,
2024,1-Jan,3-Mar,Tokyo,Sutume Kebede,1,2:15:55,8155,8327,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Rosemary Wanjiru,2,2:16:14,8174,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Amane Beriso,3,2:16:58,8218,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Sifan Hassan,4,2:18:05,8285,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Betsy Saina,5,2:19:17,8357,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Hitomi Niiya,6,2:21:50,8510,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2024,1-Jan,3-Mar,Tokyo,Meseret Abebayahau,7,2:23:08,8588,,1,2024.17,1,60,98,-38,8,NW,5,N,,
2010,1-Jan,19-Apr,Boston,Teyba Erkesso,1,2:26:11,8771,8914,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Tatyana Pushkareva,2,2:26:14,8774,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Salina Kosgei,3,2:28:35,8915,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Waynishet Girma,4,2:28:38,8918,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Bruna Genovese,5,2:29:12,8952,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Lidiya Grigoryeva,6,2:30:31,9031,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2010,1-Jan,19-Apr,Boston,Yurika Nakamura,7,2:30:40,9040,,0,2010.30,1,248,388,-140,12,ENE,5,N,,
2011,1-Jan,18-Apr,Boston,Caroline Kilel,1,2:26:36,8796,8680,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Desiree Davila,2,2:22:38,8558,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Sharon Cherop,3,2:22:42,8562,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Caroline Rotich,4,2:24:26,8666,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Kara Goucher,5,2:24:52,8692,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Dire Tune,6,2:25:08,8708,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2011,1-Jan,18-Apr,Boston,Werknesh Kidane,7,2:26:15,8775,,0,2011.30,1,248,388,-140,12,WSW,20,N,,
2012,1-Jan,16-Apr,Boston,Sharon Cherop,1,2:31:50,9110,9279,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Jemima Jelagat Sumgong,2,2:31:52,9112,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Georgina Rono,3,2:33:09,9189,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Firehiwot Dado,4,2:34:56,9296,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Diana Sigei,5,2:35:40,9340,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Rita Jeptoo,6,2:35:53,9353,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2012,1-Jan,16-Apr,Boston,Mayumi Fujita,7,2:39:11,9551,,0,2012.29,1,248,388,-140,24,SW,9,N,,
2013,1-Jan,15-Apr,Boston,Rita Jeptoo,1,2:26:25,8785,8853,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Meseret Hailu,2,2:26:58,8818,,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Sharon Cherop,3,2:27:01,8821,,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Shalane Flanagan,4,2:27:08,8828,,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Tirfi Tsegaye,5,2:28:09,8889,,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Kara Goucher,6,2:28:11,8891,,0,2013.29,1,248,388,-140,9,N,3,N,,
2013,1-Jan,15-Apr,Boston,Madai Perez,7,2:28:59,8939,,0,2013.29,1,248,388,-140,9,N,3,N,,
2014,1-Jan,21-Apr,Boston,Rita Jeptoo,1,2:18:57,8337,8444,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Buzenesh Deba,2,2:19:59,8399,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Mare Dibaba,3,2:20:35,8435,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Jemima Jelagat Sumgong,4,2:20:41,8441,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Meselech Melkamu,5,2:21:28,8488,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Aleksandra Duliba,6,2:21:29,8489,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2014,1-Jan,21-Apr,Boston,Shalane Flanagan,7,2:22:02,8522,,0,2014.31,1,248,388,-140,10,WSW,10,N,,
2015,1-Jan,20-Apr,Boston,Caroline Rotich,1,2:24:55,8695,8746,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Mare Dibaba,2,2:24:59,8699,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Buzenesh Deba,3,2:25:09,8709,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Desiree Linden,4,2:25:39,8739,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Sharon Cherop,5,2:26:05,8765,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Caroline Kilel,6,2:26:40,8800,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2015,1-Jan,20-Apr,Boston,Aberu Kebede,7,2:26:52,8812,,0,2015.30,1,248,388,-140,5,E,12,Y,,
2016,1-Jan,18-Apr,Boston,Atsede Baysa,1,2:29:19,8959,9117,0,2016.30,1,248,388,-140,19,ENE,8,N,,
2016,1-Jan,18-Apr,Boston,Tirfi Tsegaye,2,2:30:03,9003,,0,2016.30,1,248,388,-140,19,ENE,8,N,,
2016,1-Jan,18-Apr,Boston,Joyce Chepkirui,3,2:30:50,9050,,0,2016.30,1,248,388,-140,19,ENE,8,N,,
2016,1-Jan,18-Apr,Boston,Jelena Prokopcuka,4,2:32:38,9158,,0,2016.30,1,248,388,-140,19,ENE,8,N,,
