Year,sample_date,date,race,name,place,time_m,time_s,avg_yr_time_s,supershoe_era,frac_year,gender,elevation_gain_m,elevation_loss_m,net_elevation_m,temp_at_start_c,wind_direction,wind_mph,rainy_y_or_n,"stack data, code supershoe_era, weather variables, elevation",
2023,1-Jan,23-Apr,London,Peres jepchirchir,3,2:18:38,8318,,1,2023.31,1,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Sheila Chepkirui,4,2:18:51,8331,,1,2023.31,1,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Yalemzerf Yehualaw,5,2:18:53,8333,,1,2023.31,1,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Judith Jeptum Korir,6,2:20:41,8441,,1,2023.31,1,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Almaz Ayana,7,2:20:44,8444,,1,2023.31,1,127,161,-34,12,NE,7,N,,
2024,1-Jan,21-Apr,London,Peres Jepchirchir,1,2:16:16,8176,8293,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Tigst Assefa,2,2:16:23,8183,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Joyciline Jepkosgei,3,2:16:24,8184,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Megertu Alemu,4,2:16:34,8194,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Brigid Kosgei,5,2:19:02,8342,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Sheila Chepkirui,6,2:19:31,8371,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Tigist Ketema,7,2:23:21,8601,,1,2024.31,1,127,161,-34,8,SSW,12,N,,
2010,1-Jan,26-Sep,Berlin,Aberu Kebede,1,2:23:58,8638,8852,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Bezunesh Bekele,2,2:24:58,8698,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Tomo Morimoto,3,2:26:10,8770,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Sabrina Mockenhaupt,4,2:26:21,8781,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Olena Burkovsa,5,2:28:31,8911,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Adriana Pirtea,6,2:30:15,9015,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Adriana Da Silva,7,2:32:30,9150,,0,2010.74,1,73,79,-6,11,E,7,Y,,
2011,1-Jan,25-Sep,Berlin,Florence Kiplagat,1,2:19:44,8384,8631,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Irina Miketenko,2,2:22:18,8538,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Paula Radcliffe,3,2:23:46,8626,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Atsede Habtamu,4,2:24:25,8665,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Tatyana Petrova,5,2:25:01,8701,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Anna Incerti,6,2:25:32,8732,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Rosaria Console,7,2:26:10,8770,,0,2011.73,1,73,79,-6,14,NW,6,N,,
2012,1-Jan,30-Sep,Berlin,Aberu Kebede,1,2:20:30,8430,8699,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Tirfi Tsegaye,2,2:21:19,8479,,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Olena Shurhno,3,2:23:32,8612,,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Flomena Chepchirchir,4,2:24:56,8696,,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Fate Tola,5,2:25:14,8714,,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Alevtina Biktimirova,6,2:28:45,8925,,0,2012.75,1,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Caroline Chepkwony,7,2:30:34,9034,,0,2012.75,1,73,79,-6,12,E,11,N,,
2013,1-Jan,29-Sep,Berlin,Florence Kiplagat,1,2:21:13,8473,8882,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Sharon Cherop,2,2:22:28,8548,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Irina Miketenko,3,2:24:54,8694,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Helah Kiprop,4,2:28:02,8882,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Desiree Davila,5,2:29:15,8955,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Vianey de la Rosa,6,2:32:35,9155,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Eri Hayakawa,7,2:37:45,9465,,0,2013.74,1,73,79,-6,9,WSW,10,N,,
2014,1-Jan,28-Sep,Berlin,Tirfi Tsegaye,1,2:20:18,8418,8599,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Feyse Tadese,2,2:20:27,8427,,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Shalane Flanagan,3,2:21:14,8474,,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Tadelech Bekele,4,2:23:02,8582,,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Abebech Afework,5,2:25:02,8702,,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Kayako Fukishi,6,2:26:25,8785,,0,2014.74,1,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Anna Hahner,7,2:26:44,8804,,0,2014.74,1,73,79,-6,14,N,2,N,,
2015,1-Jan,27-Sep,Berlin,Gladys Cherono,1,2:19:25,8365,8668,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Aberu Kebede,2,2:20:48,8448,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Meseret Hailu,3,2:24:33,8673,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Tadelech Bekele,4,2:25:01,8701,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Andrea Deelstra,5,2:26:46,8806,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Maja Neuenschwander,6,2:26:49,8809,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Lisa Nemec,7,2:27:57,8877,,0,2015.74,1,73,79,-6,11,SSE,5,N,,
2016,1-Jan,25-Sep,Berlin,Aberu Kebede,1,2:20:45,8445,8844,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Birhane Dibaba,2,2:23:58,8638,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Ruti Aga,3,2:24:41,8681,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Reia Iwade,4,2:28:16,8896,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Katharina Heinig,5,2:28:34,8914,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Janet Ronoh,6,2:29:35,8975,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Dolinin Elena,7,2:35:59,9359,,1,2016.73,1,73,79,-6,14,NW,6,N,,
2017,1-Jan,24-Sep,Berlin,Gladys Cherono,1,2:20:23,8423,8670,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Ruti Aga,2,2:20:41,8441,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Valary Aiyabei,3,2:20:53,8453,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Helen Tola,4,2:22:51,8571,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Anna Hahner,5,2:28:32,8912,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Catherine Bertone,6,2:28:34,8914,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Sonia Samuels,7,2:29:34,8974,,1,2017.73,1,73,79,-6,14,WSW,7,Y,,
2018,1-Jan,16-Sep,Berlin,Gladys Cherono,1,2:18:11,8291,8465,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Ruti Aga,2,2:18:34,8314,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Tirunesh Dibaba,3,2:18:55,8335,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Edna Kiplagat,4,2:21:18,8478,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Muzuki Matsuda,5,2:22:23,8543,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Helen Tola,6,2:22:48,8568,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Honami Maeda,7,2:25:23,8723,,1,2018.71,1,73,79,-6,16,NNE,6,N,,
2019,1-Jan,29-Sep,Berlin,Ashete Bekere,1,2:20:14,8414,8526,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Mare Dibaba,2,2:20:21,8421,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Sally Chepyego,3,2:21:06,8466,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Helen Tola,4,2:21:36,8496,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Sara Hall,5,2:22:16,8536,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Melat Kejete,6,2:23:57,8637,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Sally Kipyego,7,2:25:10,8710,,1,2019.74,1,73,79,-6,14,NE,11,Y,,
2021,1-Jan,26-Sep,Berlin,Gotytom Gerbreslase,1,2:20:09,8409,8627,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Hiwot Gebrekidan,2,2:21:23,8483,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Helen Tola,3,2:23:05,8585,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Edith Chelimo,4,2:24:33,8673,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Shure Demise,5,2:24:43,8683,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Fancy Chemutai,6,2:24:58,8698,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Izabela Paszkiewicz,7,2:27:41,8861,,1,2021.74,1,73,79,-6,18,ESE,8,N,,
2022,1-Jan,25-Sep,Berlin,Tigist Assefa,1,2:15:37,8137,8364,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Rosemary Wanjiru,2,2:18:00,8280,,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Tigist Abayechew,3,2:18:03,8283,,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Worknesh Edesa,4,2:18:51,8331,,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Sisay Meseret Gola,5,2:20:58,8458,,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Ayuko Suziku,6,2:22:02,8522,,1,2022.73,1,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Sayaka Sato,7,2:22:14,8534,,1,2022.73,1,73,79,-6,13,N,2,N,,
2023,1-Jan,24-Sep,Berlin,Tigist Assefa,1,2:11:53,7913,8279,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Sheila Chepkirui,2,2:17:49,8269,,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Magdalena Shauri,3,2:18:41,8321,,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Zeineba Yimer,4,2:19:07,8347,,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Senbere Tefiri,5,2:19:21,8361,,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Dera Dida,6,2:19:21,8361,,1,2023.73,1,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Workenesh Edesa,7,2:19:40,8380,,1,2023.73,1,73,79,-6,13,E,5,N,,
2024,1-Jan,29-Sep,Berlin,Tigist Ketema,1,2:16:42,8202,8378,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Mestawot Fikir,2,2:18:48,8328,,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Bosena Mulatie,3,2:19:00,8340,,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Aberu Ayana Mulisa,4,2:20:20,8420,,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Ai Hosoda,5,2:20:31,8431,,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Mizuki Matsuda,6,2:20:42,8442,,1,2024.74,1,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Calli Hauger-Thackery,7,2:21:24,8484,,1,2024.74,1,73,79,-6,9,E,8,N,,
2010,1-Jan,10-Oct,Chicago,Liliya Shobukhova,1,2:20:25,8425,8727,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Astede Baysa,2,2:23:40,8620,,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Maria Konovalova,3,2:23:50,8630,,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Desiree Davila,4,2:26:20,8780,,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Irina Miketenko,5,2:26:40,8800,,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Mamitu Daska,6,2:28:29,8909,,0,2010.78,1,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Magdalena Lewy-Boulet,7,2:28:44,8924,,0,2010.78,1,74,73,1,16,SE,1,N,,
2011,1-Jan,9-Oct,Chicago,Liliya Shobukhova,1,2:18:20,8300,8747,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Ejegayehu Dibaba,2,2:22:09,8529,,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Kayoko Fukushi,3,2:24:38,8678,,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Belainesh Zemedkun Gebre,4,2:26:17,8777,,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Christelle Daunay,5,2:26:41,8801,,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Claire Hallissey,6,2:29:27,8967,,0,2011.77,1,74,73,1,15,W,2,N,,
2011,1-Jan,9-Oct,Chicago,Yue Chao,7,2:32:57,9177,,0,2011.77,1,74,73,1,15,W,2,N,,
2012,1-Jan,7-Oct,Chicago,Atsede Bayasa,1,2:22:03,8523,8614,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Rita Jeptoo,2,2:22:04,8524,,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Lucy Kabuu,3,2:22:41,8561,,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Liliya Shobukhova,4,2:22:59,8579,,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Caroline Rotich,5,2:23:22,8602,,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Maria Konovalova,6,2:25:38,8738,,0,2012.77,1,74,73,1,4,SE,7,N,,
2012,1-Jan,7-Oct,Chicago,Fatuma Sado,7,2:26:09,8769,,0,2012.77,1,74,73,1,4,SE,7,N,,
2013,1-Jan,13-Oct,Chicago,Rita Jeptoo,1,2:19:57,8397,8653,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Jemima Jelagat Sumgong,2,2:20:48,8448,,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Maria Konovalova,3,2:22:46,8566,,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Aliaksandra Duliba,4,2:23:44,8624,,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Atsede Bayasa,5,2:26:42,8802,,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Ehitu Kiros Reda,6,2:27:42,8862,,0,2013.78,1,74,73,1,9,SE,4,N,,
2013,1-Jan,13-Oct,Chicago,Yukiko Akaba,7,2:27:49,8869,,0,2013.78,1,74,73,1,9,SE,4,N,,
2014,1-Jan,12-Oct,Chicago,Rita Jeptoo,1,2:24:35,8675,8874,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Mare Dibaba,2,2:25:37,8737,,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Florence Kiplagat,3,2:25:57,8757,,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Birhane Dibaba,4,2:27:02,8822,,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Amy Hastings,5,2:27:03,8823,,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Clara Santucci,6,2:32:21,9141,,0,2014.78,1,74,73,1,7,NW,6,N,,
2014,1-Jan,12-Oct,Chicago,Sarah Crouch,7,2:32:44,9164,,0,2014.78,1,74,73,1,7,NW,6,N,,
2015,1-Jan,11-Oct,Chicago,Florence Kiplagat,1,2:23:33,8613,8689,0,2015.78,1,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Yebrgual Melese,2,2:23:43,8623,,0,2015.78,1,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Birhane Dibaba,3,2:24:24,8664,,0,2015.78,1,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Kayoko Fukushi,4,2:24:25,8665,,0,2015.78,1,74,73,1,12,NNE,11,N,,
2015,1-Jan,11-Oct,Chicago,Mulu Seboka,5,2:24:40,8680,,0,2015.78,1,74,73,1,12,NNE,11,N,,
